do,ph,co,bod,na,tc,wqi
6.8,7.6,263.0,2.9,0.81,123.0,88.02
6.9,7.5,338.0,2.3,3.93,108.0,87.66
7.0,7.2,79.0,0.8,0.62,637.0,82.75999999999999
6.6,7.0,67.0,1.1,0.53,670.0,82.94
6.6,7.3,59.0,0.7,0.57,541.0,82.94
6.2,7.3,66.0,0.8,0.55,609.0,82.94
7.1,7.0,67.0,1.0,0.34,538.0,82.94
6.7,7.3,89.0,1.1,0.35,2025.0,82.75999999999999
6.2,7.3,136.0,1.0,0.46,676.0,82.75999999999999
7.1,8.1,212.0,0.9,0.56,992.0,82.58000000000001
6.3,6.3,134.0,1.2,0.67,780.0,66.25999999999999
7.3,7.2,76.0,0.6,0.31,893.0,82.75999999999999
6.8,7.1,75.0,0.8,0.5,1169.0,82.94
7.4,7.2,61.0,0.7,0.11,255.0,88.56
1.7,6.6,769.0,3.4,1.11,1717.0,39.36000000000001
6.6,7.2,92.0,0.8,0.77,660.0,82.75999999999999
6.0,6.7,95.0,1.2,0.29,680.0,76.16
6.6,6.8,78.0,1.0,0.2,626.0,79.46000000000001
0.6,6.7,268.0,4.1,1.28,1308.0,43.02000000000001
1.8,6.6,82.0,2.0,0.39,1410.0,44.760000000000005
7.1,7.2,61.0,1.0,0.34,608.0,82.94
6.6,8.0,310.0,1.1,0.54,783.0,82.03999999999999
7.0,7.1,97.0,0.8,0.35,77.0,88.38
7.3,7.0,51.0,0.7,0.18,258.0,88.56
7.0,7.4,55.0,0.9,0.32,1400.0,82.94
6.1,6.8,67.0,1.1,0.58,394.0,85.26
7.0,6.7,61.0,1.3,0.28,248.0,81.96000000000001
5.2,6.9,81.0,1.5,0.37,465.0,79.46000000000001
6.1,8.0,510.0,1.1,0.72,1572.0,82.03999999999999
7.9,7.2,50.0,1.1,0.3,845.0,82.94
7.5,6.9,34.0,0.9,0.14,256.0,85.26
7.0,7.4,72.0,1.0,0.38,897.0,82.94
7.3,7.3,99.0,0.9,0.23,1788.0,82.75999999999999
7.5,6.9,125.0,1.6,0.45,1400.0,79.46000000000001
6.8,6.9,116.0,1.7,0.4,1260.0,79.46000000000001
5.8,7.3,107.0,0.9,0.88,343.0,82.76
7.1,7.2,85.0,0.8,0.31,184.0,88.38
6.8,7.1,58.0,0.7,0.46,3460.0,82.94
6.7,7.1,58.0,1.2,0.39,1739.0,82.94
6.6,7.3,70.0,1.4,0.39,1875.0,82.94
7.0,7.3,60.0,0.8,0.18,1813.0,82.94
6.3,7.2,97.0,0.8,0.56,880.0,82.75999999999999
6.0,7.0,63.0,1.1,1.04,493.0,88.56
4.4,7.1,113.0,1.5,1.17,722.0,71.52000000000001
4.5,7.2,79.0,1.0,1.04,537.0,71.52000000000001
7.5,7.2,36.0,1.1,0.27,1134.0,82.94
6.8,7.0,59.0,1.3,0.32,2267.0,82.94
6.8,6.9,114.0,1.4,0.23,1785.0,79.46000000000001
4.9,6.7,88.0,2.2,0.28,2200.0,64.92000000000002
7.1,6.9,45.0,1.2,0.29,1636.0,79.64000000000001
6.9,6.6,56.0,1.1,0.3,542.0,73.04
6.5,6.3,49.0,1.0,0.22,323.0,72.06
4.9,6.6,169.0,2.1,0.76,1241.0,61.440000000000005
6.9,7.1,63.0,0.9,0.16,336.0,88.56
6.6,6.7,69.0,0.8,0.38,464.0,81.96000000000001
6.3,7.3,74.0,1.2,0.29,1813.0,82.94
6.0,7.6,429.0,1.1,1.1,362.0,87.66
6.0,7.8,308.0,1.1,1.47,343.0,87.66
5.8,7.4,505.0,0.6,0.73,1517.0,76.42000000000002
6.1,7.5,465.0,0.5,0.34,1458.0,82.03999999999999
6.4,7.1,183.0,2.3,0.62,398.0,88.2
7.1,7.4,135.0,1.9,0.72,995.0,82.75999999999999
7.8,7.9,213.0,1.5,0.35,15083.0,71.34
7.7,8.1,312.0,2.0,0.75,32017.0,70.8
6.9,7.6,99.0,1.6,1.39,5395.0,82.75999999999999
7.3,8.0,230.0,1.6,0.69,4348.0,82.4
6.8,8.1,264.0,2.6,1.16,5142.0,82.4
7.2,8.1,272.0,3.1,1.46,4586.0,77.72
8.0,8.3,312.0,1.4,0.73,4319.0,82.03999999999999
7.0,8.0,199.0,1.8,1.11,3573.0,82.58000000000001
7.2,8.1,201.0,1.6,0.36,2324.0,82.58000000000001
6.8,7.5,890.0,2.1,0.51,589.0,82.03999999999999
7.3,7.6,160.0,1.9,0.06,89.0,88.2
7.0,7.7,111.0,2.2,0.08,131.0,88.38
6.7,7.7,139.0,3.1,0.22,300.0,83.7
7.2,7.2,288.0,2.1,0.14,91.0,88.02
7.0,7.1,95.0,1.9,0.08,118.0,88.38
7.0,7.5,84.0,1.7,0.06,87.0,88.38
7.2,7.3,510.0,2.9,0.08,123.0,87.66
7.1,7.4,88.0,1.8,0.07,90.0,88.38
7.2,6.9,338.0,3.8,0.07,104.0,79.68
6.7,7.6,162.0,3.3,0.16,249.0,83.52000000000001
6.7,7.6,182.0,4.1,0.15,251.0,83.52000000000001
5.5,7.4,635.0,8.8,5.08,5500.0,67.06
5.3,7.3,636.0,9.9,5.0,10000.0,67.06
5.1,7.4,993.0,21.9,6.63,57750.0,55.82
5.3,7.5,632.0,13.5,5.08,34750.0,55.82
4.9,7.4,973.0,17.5,4.77,40667.0,50.199999999999996
4.8,7.4,904.0,26.0,8.6,55000.0,50.199999999999996
4.9,7.4,990.0,27.8,6.78,40500.0,50.199999999999996
5.2,7.4,914.0,20.5,6.18,29500.0,55.82
4.8,7.5,280.0,2.4,0.72,4.0,88.02000000000001
7.7,7.4,344.0,1.2,0.37,19.0,93.28
7.3,7.0,310.0,1.4,0.38,22.0,93.28
7.1,7.7,303.0,1.5,0.34,23.0,93.28
6.2,7.5,788.0,41.5,4.08,235.0,78.3
6.0,8.3,468.0,1.4,0.43,16.0,93.28
5.9,7.3,234.0,1.5,0.36,12.0,88.02000000000001
6.4,8.0,527.0,1.2,0.35,21.0,93.28
5.9,7.9,796.0,1.5,0.48,14.0,87.66000000000001
7.3,7.4,388.0,2.1,0.58,46.0,93.28
7.7,7.2,95.0,1.8,2.67,50.0,94.0
7.6,7.2,92.0,2.5,2.41,45.0,94.0
9.9,7.2,65.0,1.5,2.31,55.0,88.56
7.6,7.4,93.0,2.1,2.89,408.0,88.38
5.5,2.9,568.0,6.8,1.12,33.0,61.800000000000004
7.6,7.0,42.0,1.3,3.01,27.0,94.18
7.7,7.1,45.0,1.4,2.89,22.0,94.18
8.3,7.0,59.0,1.7,2.86,33.0,94.18
7.7,6.3,250.0,2.1,3.88,326.0,71.52
8.8,7.3,37.0,1.5,1.62,35.0,94.18
7.3,7.3,72.0,2.0,1.65,36.0,94.18
7.5,7.0,38.0,1.7,2.2,40.0,94.18
7.8,7.1,44.0,1.6,2.62,33.0,94.18
7.0,7.0,100.0,2.4,3.03,2600.0,82.75999999999999
7.5,6.3,52.0,1.7,0.82,21.0,77.68
6.4,6.9,61.0,2.6,3.88,538.0,79.64000000000001
7.5,7.1,39.0,1.4,2.88,22.0,94.18
8.0,7.1,41.0,1.4,3.35,25.0,94.18
7.9,7.3,93.0,1.7,5.02,418.0,88.38
7.5,6.9,69.0,1.9,4.92,49.0,90.88000000000001
7.9,7.2,46.0,1.7,2.72,45.0,94.18
8.0,7.2,42.0,1.4,2.47,31.0,94.18
7.7,7.1,101.0,1.5,3.42,43.0,94.0
7.2,7.1,49.0,1.6,2.86,40.0,94.18
8.2,7.1,49.0,1.2,2.81,32.0,94.18
7.8,7.1,58.0,1.5,2.97,43.0,94.18
3.9,7.1,235.0,16.9,16.61,23000.0,44.94
4.9,7.1,182.0,14.2,11.61,15500.0,50.739999999999995
2.7,7.1,281.0,35.4,14.84,62667.0,33.699999999999996
2.5,7.1,382.0,37.2,11.81,87167.0,33.339999999999996
8.0,7.0,48.0,1.4,3.8,41.0,94.18
8.4,7.1,48.0,1.2,3.08,45.0,94.18
6.8,6.6,49.0,1.9,3.07,38.0,84.28
2.1,7.0,286.0,45.6,10.61,84500.0,33.699999999999996
4.0,7.1,194.0,22.4,10.47,45250.0,45.12
7.7,7.2,107.0,6.6,3.02,425.0,79.02
7.6,7.1,51.0,2.0,2.6,81.0,88.56
7.7,7.1,46.0,1.6,3.93,22.0,94.18
7.7,7.1,49.0,1.9,3.89,26.0,94.18
6.5,7.4,297.0,1.0,0.13,438.0,88.02
6.3,7.5,287.0,0.9,0.14,204.0,88.02
6.5,7.2,375.0,1.1,0.17,625.0,82.03999999999999
6.9,6.9,349.0,1.1,0.18,503.0,78.74000000000001
6.4,8.0,155.0,3.9,0.5,516.0,77.9
6.5,8.0,168.0,4.2,0.99,616.0,77.9
7.1,7.3,212.0,1.4,0.84,6.0,93.82000000000001
6.7,8.0,304.0,1.5,0.18,3550.0,82.03999999999999
4.3,8.4,605.0,6.5,1.68,15.0,72.68
3.7,8.2,600.0,4.3,1.66,20.0,71.74000000000001
4.6,7.2,729.0,4.0,0.33,2300.0,66.12
6.8,6.5,43.0,1.1,0.42,178.0,78.66000000000001
6.6,7.0,59.0,1.1,0.27,113.0,88.56
6.0,6.2,106.0,1.5,0.28,166.0,71.88
5.9,6.6,516.0,1.1,0.18,169.0,72.14
7.3,6.1,87.0,0.9,0.33,169.0,71.88
7.3,5.9,74.0,1.5,0.22,163.0,72.06
6.7,6.3,127.0,2.0,0.44,149.0,71.88
6.8,6.2,226.0,1.6,0.18,151.0,71.52
7.1,5.9,93.0,1.8,0.28,131.0,71.88
7.4,6.2,76.0,1.3,0.41,133.0,71.88
7.3,6.2,113.0,1.2,0.33,137.0,71.88
7.3,5.9,100.0,1.3,0.27,173.0,71.88
6.0,5.9,273.0,1.8,0.31,171.0,71.52
6.1,6.5,201.0,2.0,0.43,149.0,78.30000000000001
6.2,6.3,245.0,1.8,0.31,135.0,71.52
7.0,6.5,75.0,0.9,0.22,166.0,78.66000000000001
7.3,6.0,74.0,1.6,0.11,181.0,72.06
7.1,7.9,108.0,3.3,0.42,137.0,83.7
7.0,8.0,129.0,3.5,0.49,105.0,83.7
7.0,8.0,130.0,3.3,0.46,93.0,83.7
5.9,7.6,462.0,4.9,2.47,63.0,77.36
7.0,7.7,107.0,3.8,0.4,285.0,83.7
6.2,7.4,299.0,5.1,0.95,401.0,83.34
7.2,7.9,77.0,3.2,0.42,282.0,83.7
6.8,7.8,350.0,2.6,1.99,72.0,87.66
6.9,7.5,133.0,3.2,0.55,409.0,83.7
6.9,7.5,143.0,3.4,0.54,307.0,83.7
6.1,6.9,609.0,4.2,3.1,135.0,79.68
6.8,7.4,129.0,3.2,0.86,133.0,83.7
6.7,7.4,130.0,3.2,0.75,124.0,83.7
6.6,7.4,130.0,5.0,0.74,158.0,83.7
6.7,7.5,120.0,3.6,0.73,226.0,83.7
7.1,7.9,139.0,3.2,0.45,147.0,83.7
6.7,7.7,274.0,2.3,2.04,88.0,88.02
6.3,7.9,326.0,2.5,2.32,71.0,87.66
7.0,8.3,162.0,3.8,0.48,90.0,83.52000000000001
7.0,8.3,212.0,3.6,0.44,90.0,83.52000000000001
7.1,8.3,227.0,3.2,0.48,124.0,83.34
6.8,8.2,314.0,4.3,0.45,69.0,82.98
6.8,7.8,151.0,3.4,0.5,740.0,77.9
7.0,7.8,123.0,3.4,0.44,100.0,83.7
6.9,7.8,139.0,3.3,0.76,169.0,83.7
6.8,8.2,313.0,4.0,0.49,99.0,82.98
6.7,7.8,215.0,2.5,0.83,51.0,88.2
6.7,7.8,204.0,2.5,0.77,68.0,88.2
6.9,7.7,205.0,2.2,0.93,55.0,88.2
7.1,6.9,72.0,0.5,0.25,641.0,79.64000000000001
6.6,6.9,70.0,0.9,0.49,495.0,85.26
6.9,7.1,52.0,0.8,0.18,520.0,82.94
7.2,7.0,830.0,0.8,0.16,654.0,82.03999999999999
6.3,6.9,95.0,1.3,0.99,1325.0,79.46000000000001
7.2,7.4,164.0,0.9,0.46,2225.0,82.58000000000001
6.9,7.5,231.0,0.8,0.55,1725.0,82.4
6.5,6.9,101.0,1.3,0.47,1127.0,79.46000000000001
7.1,7.1,64.0,0.6,0.4,646.0,82.94
7.5,7.2,52.0,0.6,0.15,900.0,82.94
2.0,6.8,265.0,2.4,2.3,5425.0,51.0
7.1,7.0,90.0,0.6,0.64,625.0,82.75999999999999
6.1,7.0,248.0,0.8,0.66,1150.0,82.4
6.0,7.0,94.0,1.1,0.13,370.0,88.38
6.5,7.5,76.0,0.8,0.08,585.0,82.75999999999999
1.5,6.6,192.0,3.6,0.92,2978.0,39.900000000000006
2.0,6.8,79.0,2.4,0.2,1275.0,51.36
7.2,7.1,52.0,0.6,0.15,687.0,82.94
7.2,7.3,54.0,0.9,0.25,610.0,82.94
6.4,6.5,58.0,1.3,0.34,960.0,73.04
6.3,6.8,77.0,1.2,0.16,208.0,85.08
5.4,6.6,80.0,1.6,0.27,775.0,67.24000000000001
5.8,7.8,666.0,1.0,0.24,1650.0,76.42000000000002
7.7,7.2,44.0,1.0,0.28,148.0,88.56
7.1,7.0,27.0,0.4,0.11,218.0,88.56
7.3,7.2,59.0,0.6,0.19,465.0,88.56
7.8,7.1,119.0,0.7,0.87,1725.0,82.75999999999999
7.3,7.1,54.0,1.3,0.41,913.0,82.94
7.0,6.6,104.0,1.5,0.49,1000.0,72.86000000000001
6.0,7.2,92.0,0.7,0.38,1390.0,82.75999999999999
6.8,6.6,48.0,0.5,0.44,2025.0,73.04
7.0,7.0,56.0,1.1,0.43,1725.0,82.94
7.3,7.2,62.0,0.8,0.95,985.0,82.94
7.6,7.2,59.0,0.6,0.65,1163.0,82.94
6.4,6.8,83.0,0.5,0.42,575.0,79.46000000000001
7.0,6.6,50.0,0.6,0.75,578.0,73.04
6.7,6.8,76.0,1.2,1.21,625.0,79.46000000000001
6.7,6.6,64.0,0.9,1.35,838.0,73.04
5.6,6.9,943.0,1.5,0.4,1925.0,73.12
7.4,7.0,38.0,0.9,0.26,1196.0,82.94
6.7,6.9,43.0,1.0,0.3,2750.0,79.64000000000001
7.1,7.3,48.0,1.5,0.36,1775.0,82.94
6.2,6.8,309.0,1.6,0.39,2725.0,78.74000000000001
5.2,6.8,61.0,1.8,0.33,2650.0,74.02000000000001
6.8,6.9,995.0,1.1,0.24,1258.0,78.74000000000001
6.8,6.9,52.0,0.9,0.45,198.0,85.26
6.2,6.6,44.0,0.7,0.21,1630.0,73.04
4.5,6.5,77.0,1.1,0.34,2675.0,61.620000000000005
7.0,7.4,69.0,1.0,0.12,660.0,82.94
6.5,6.8,58.0,0.5,0.24,1026.0,79.64000000000001
4.6,6.9,98.0,0.6,0.11,348.0,73.84
7.1,7.0,51.0,1.0,0.78,1700.0,82.94
6.2,7.5,371.0,1.1,1.62,528.0,82.03999999999999
6.2,7.7,316.0,1.3,2.41,312.0,87.66
7.3,7.1,241.0,2.9,1.17,185.0,88.02
7.7,7.4,121.0,1.4,0.64,1255.0,82.75999999999999
6.5,7.3,64.0,1.0,2.6,420.0,88.56
6.9,7.4,57.0,1.0,1.28,409.0,88.56
7.5,8.0,211.0,1.9,0.39,6858.0,82.58000000000001
7.2,8.0,263.0,3.7,0.63,14725.0,66.48
7.0,7.6,111.0,1.6,0.67,2743.0,82.75999999999999
7.5,7.9,205.0,1.5,1.0,3542.0,82.58000000000001
7.1,7.7,283.0,2.3,1.73,6692.0,82.4
7.4,8.0,263.0,1.7,0.65,6617.0,82.4
8.1,8.0,300.0,2.3,0.45,4569.0,82.4
7.4,8.0,207.0,1.5,0.53,2872.0,82.58000000000001
7.2,8.0,198.0,1.4,0.57,1850.0,82.58000000000001
6.3,7.6,830.0,1.8,0.24,2020.0,82.03999999999999
5.8,7.2,732.0,8.5,3.83,4838.0,67.06
5.4,7.3,809.0,10.0,4.2,8975.0,67.06
5.7,7.5,906.0,24.0,14.18,17625.0,55.82
4.8,7.9,650.0,3.2,0.68,62.0,71.74
5.0,7.3,390.0,2.8,0.14,20.0,82.04
8.3,7.6,334.0,1.0,0.49,16.0,93.28
8.2,7.7,316.0,1.2,0.48,20.0,93.28
8.3,7.6,304.0,1.2,0.51,20.0,93.28
5.5,7.6,743.0,7.6,1.02,166.0,72.68
5.1,7.8,657.0,1.7,0.26,23.0,87.66000000000001
7.8,7.2,139.0,1.9,0.56,359.0,88.38
6.5,3.1,489.0,6.1,0.52,47.0,67.42
7.3,7.0,162.0,2.2,0.69,2633.0,82.58000000000001
7.8,7.1,136.0,1.9,0.52,409.0,88.38
7.7,7.1,205.0,7.0,0.84,461.0,78.84
8.1,7.1,267.0,1.0,0.11,12.0,93.64
8.0,7.0,278.0,1.1,0.11,18.0,93.64
6.9,7.2,268.0,1.1,0.11,37.0,93.64
6.8,7.1,286.0,1.3,0.11,29.0,93.64
6.3,8.0,164.0,3.4,0.3,528.0,77.9
6.6,7.9,196.0,4.4,0.8,648.0,77.9
5.1,8.1,533.0,3.7,0.45,7500.0,71.74000000000001
7.1,8.0,555.0,2.0,0.35,15000.0,70.8
8.1,7.6,938.0,8.6,0.4,108.0,78.3
3.2,7.7,885.0,6.3,0.51,9575.0,55.82
6.6,6.5,58.0,1.8,0.87,53.0,78.66000000000001
6.6,6.6,145.0,1.5,0.65,98.0,78.48
6.3,6.6,55.0,1.8,0.36,140.0,78.66000000000001
6.4,6.4,188.0,2.0,0.44,153.0,71.7
6.9,6.2,61.0,1.7,1.07,117.0,72.06
7.2,6.1,62.0,2.6,0.92,123.0,72.06
6.9,6.6,154.0,1.9,0.83,173.0,78.30000000000001
7.0,6.3,742.0,1.6,0.42,139.0,71.16
7.6,6.2,62.0,1.1,0.38,160.0,72.06
7.1,6.2,69.0,1.4,0.56,141.0,72.06
6.8,6.0,93.0,1.9,0.75,136.0,71.88
7.1,6.2,89.0,1.4,0.68,119.0,71.88
6.3,6.2,110.0,1.5,0.59,157.0,71.88
6.2,7.0,77.0,1.8,0.46,173.0,88.38
6.2,6.8,67.0,1.7,0.61,145.0,85.26
6.9,6.5,62.0,1.4,0.6,107.0,78.66000000000001
6.7,6.2,62.0,0.9,0.57,187.0,72.06
6.8,7.9,119.0,3.5,0.58,517.0,78.08000000000001
7.0,7.7,88.0,3.2,0.13,17.0,89.32000000000001
5.5,8.1,363.0,8.4,2.15,69.0,72.68
6.9,7.5,86.0,3.6,0.4,582.0,78.08000000000001
6.4,7.4,621.0,37.8,1.79,728.0,72.68
6.9,7.4,73.0,3.5,0.27,659.0,78.26000000000002
7.4,8.1,254.0,2.2,0.15,75.0,88.02
6.7,7.4,125.0,3.7,0.4,820.0,78.08000000000001
6.6,7.5,129.0,3.9,0.4,381.0,83.7
6.1,7.3,515.0,5.1,2.02,212.0,82.98
6.6,7.4,122.0,3.6,0.46,361.0,83.7
6.5,7.3,131.0,3.8,0.79,261.0,83.7
6.7,7.3,130.0,3.4,0.57,318.0,83.7
6.6,7.4,95.0,3.7,0.53,217.0,83.7
6.8,7.7,143.0,3.6,0.43,109.0,83.7
7.1,7.4,185.0,2.2,0.63,80.0,88.2
6.6,7.5,185.0,2.4,0.3,113.0,88.2
7.1,7.7,193.0,3.1,0.53,92.0,83.52000000000001
7.1,7.9,175.0,3.1,0.47,86.0,83.52000000000001
7.1,7.8,174.0,3.3,0.44,83.0,83.52000000000001
6.4,7.7,153.0,3.6,0.77,592.0,77.9
7.0,7.7,111.0,3.4,0.42,359.0,83.7
6.6,7.6,209.0,3.4,0.68,243.0,83.52000000000001
6.9,7.5,119.0,2.2,0.42,71.0,88.38
6.8,7.7,116.0,2.3,1.33,74.0,88.38
7.0,7.7,118.0,2.1,0.5,64.0,88.38
5.2,6.6,453.0,1.5,0.38,4613.0,66.52000000000001
7.2,6.8,35.0,1.1,0.24,3483.0,79.64000000000001
7.0,7.1,62.0,0.5,0.44,617.0,82.94
7.2,7.0,51.0,0.6,0.26,522.0,82.94
6.7,6.9,62.0,1.2,0.46,2193.0,79.64000000000001
6.5,6.5,118.0,1.1,0.52,3080.0,72.86000000000001
6.6,6.8,49.0,0.9,0.56,913.0,79.64000000000001
6.8,7.3,67.0,0.6,0.4,935.0,82.94
7.3,7.4,104.0,0.6,0.44,430.0,88.38
6.5,6.7,39.0,1.2,0.26,4823.0,76.34
7.2,6.5,45.0,0.9,0.46,1825.0,73.04
7.4,6.9,65.0,0.9,0.56,1455.0,79.64000000000001
6.5,6.5,60.0,1.0,1.62,900.0,73.04
6.6,6.9,57.0,0.9,0.37,650.0,79.64000000000001
7.1,7.0,84.0,1.0,0.66,1485.0,82.75999999999999
7.5,6.8,56.0,1.3,0.6,540.0,79.64000000000001
5.4,6.7,100.0,0.9,0.42,810.0,70.53999999999999
7.0,6.9,66.0,0.7,0.45,900.0,79.64000000000001
7.1,6.9,75.0,0.6,0.73,583.0,79.64000000000001
6.5,6.7,70.0,0.9,1.25,800.0,76.34
6.7,6.6,102.0,0.8,0.12,900.0,72.86000000000001
7.1,6.8,27.0,0.6,0.22,198.0,85.26
6.9,7.1,46.0,0.5,0.33,373.0,88.56
7.5,7.3,53.0,0.8,0.31,2225.0,82.94
7.6,7.3,62.0,1.0,0.63,2180.0,82.94
2.2,6.4,625.0,2.3,1.29,6505.0,37.440000000000005
7.4,6.7,55.0,0.7,0.51,1088.0,76.34
7.0,6.8,103.0,0.7,0.43,640.0,79.46000000000001
5.3,6.9,109.0,1.3,0.66,685.0,73.84
6.7,7.0,71.0,0.5,0.29,433.0,88.56
6.0,6.4,57.0,1.4,0.61,303.0,72.06
4.2,6.6,93.0,1.7,0.56,385.0,67.24000000000001
5.1,6.7,88.0,1.9,0.63,713.0,70.53999999999999
6.9,7.0,84.0,0.9,0.08,803.0,82.75999999999999
6.5,5.8,67.0,0.4,0.54,520.0,66.44
6.9,6.1,86.0,0.6,0.49,183.0,71.88
7.0,6.6,59.0,0.8,0.42,418.0,78.66000000000001
6.8,6.0,55.0,0.5,0.25,910.0,66.44
6.0,5.9,105.0,1.0,0.63,195.0,71.88
6.5,7.6,312.0,1.1,2.41,354.0,87.66
6.4,7.7,203.0,1.1,3.34,357.0,88.2
7.3,7.3,308.0,4.2,2.43,185.0,82.98
7.5,8.1,228.0,2.1,0.4,5850.0,82.4
7.7,8.1,243.0,1.6,0.71,4450.0,82.4
7.6,7.9,191.0,1.4,0.13,1985.0,82.58000000000001
7.5,7.9,237.0,1.8,0.45,2425.0,82.4
7.4,7.7,865.0,1.9,0.3,2675.0,82.03999999999999
6.7,6.9,132.0,1.2,0.32,1823.0,79.46000000000001
7.1,7.9,211.0,1.4,0.48,2098.0,82.58000000000001
6.7,7.9,182.0,1.1,0.24,1510.0,82.58000000000001
7.4,7.0,75.0,1.6,0.05,118.0,88.56
7.2,6.8,70.0,1.8,0.09,148.0,85.26
6.6,7.0,119.0,2.5,0.33,374.0,88.38
6.9,7.0,236.0,1.9,0.25,157.0,88.02
7.0,6.9,73.0,1.7,0.4,144.0,85.26
7.2,6.9,75.0,1.5,0.2,128.0,85.26
6.9,7.2,385.0,2.3,0.13,196.0,87.66
6.4,7.6,860.0,3.3,0.4,379.0,82.98
7.6,6.6,166.0,2.0,1.8,140.0,78.30000000000001
6.9,7.2,308.0,1.9,0.49,170.0,87.66
6.8,6.7,247.0,2.1,1.84,500.0,81.42
6.6,6.9,359.0,2.3,0.59,280.0,84.36
5.6,6.7,807.0,10.8,2.0,7500.0,60.46
4.9,6.6,834.0,13.1,2.6,9500.0,51.540000000000006
3.3,7.9,897.0,1.3,0.97,12.0,76.42
4.9,8.0,510.0,1.2,0.35,8.0,82.04
4.7,6.7,906.0,25.3,7.7,47500.0,43.6
5.4,6.8,883.0,15.4,5.1,21750.0,52.52
4.8,6.6,905.0,15.0,3.3,10500.0,40.300000000000004
5.2,7.3,465.0,0.9,0.59,9.0,87.66000000000001
7.8,8.2,410.0,1.2,0.1,32.0,93.28
6.7,8.12,396.0,1.53,0.15,29.0,93.28
8.0,8.1,403.0,0.8,0.1,25.0,93.28
7.85,7.13,254.0,6.68,3.35,488.0,78.66
6.58,6.5,655.0,5.93,4.0,60.0,73.08
7.58,7.03,191.0,2.08,2.65,2900.0,82.58000000000001
8.23,7.05,137.0,1.4,3.2,323.0,88.38
8.23,7.38,143.0,1.55,3.55,360.0,88.38
6.2,7.7,176.0,3.5,0.2,592.0,77.9
6.3,8.0,198.0,4.2,0.3,686.0,77.9
7.3,7.4,332.0,0.7,0.3,12.0,93.28
6.2,7.4,368.0,8.0,3.2,1075.0,72.68
6.7,7.7,354.0,4.0,2.6,947.0,77.36000000000001
6.8,8.0,374.0,21.0,1.5,1800.0,72.68
7.3,7.4,332.0,0.7,0.3,12.0,93.28
5.7,8.0,601.0,7.4,0.5,28666.0,55.82
4.7,8.3,753.0,3.7,0.5,21333.0,54.879999999999995
4.2,8.2,901.0,6.7,0.4,21500.0,50.199999999999996
5.5,7.8,401.0,1.3,0.21,5.0,93.28
7.8,6.4,609.0,2.3,0.08,70.0,71.16
6.5,6.4,505.0,1.6,0.13,13.0,76.78
6.6,7.2,692.0,1.9,0.34,175.0,87.66
6.9,7.6,136.0,3.8,0.26,309.0,83.7
6.9,7.7,120.0,3.9,0.37,280.0,83.7
6.7,8.0,111.0,3.6,0.31,143.0,83.7
6.9,7.3,229.0,3.8,0.68,257.0,83.34
6.8,7.5,171.0,3.8,0.34,199.0,83.52000000000001
6.9,7.3,183.0,2.2,1.25,56.0,88.2
5.4,7.2,925.0,11.7,0.78,512.0,67.06
7.0,7.4,225.0,3.8,0.26,375.0,83.52000000000001
