do,ph,co,bod,na,tc,wqi
6.6,8.1,102.0,3.9,0.26,345.0,83.7
6.9,6.8,41.0,0.8,0.22,1487.0,79.64000000000001
6.9,6.9,78.0,0.5,0.23,703.0,79.46000000000001
7.3,7.0,49.0,0.7,0.66,445.0,88.56
6.7,6.7,67.0,1.3,0.4,1025.0,76.34
6.5,6.6,109.0,1.2,0.37,679.0,72.86000000000001
6.9,6.5,108.0,1.0,0.42,1083.0,72.86000000000001
6.4,6.6,48.0,1.0,0.25,603.0,73.04
7.2,6.7,109.0,0.8,0.44,1400.0,76.16
6.8,7.1,61.0,1.5,0.5,485.0,88.56
6.1,6.7,244.0,0.9,0.33,1113.0,75.80000000000001
6.8,7.0,62.0,0.6,0.93,434.0,88.56
7.1,7.0,59.0,0.8,0.71,890.0,82.94
7.4,6.6,64.0,0.7,0.29,1425.0,73.04
6.4,7.0,79.0,0.8,0.73,493.0,88.38
7.2,6.7,73.0,0.9,0.28,2150.0,76.34
6.2,7.0,83.0,0.6,0.93,505.0,82.75999999999999
6.1,6.7,55.0,1.4,0.55,1450.0,76.34
6.6,6.5,79.0,0.8,0.13,650.0,72.86000000000001
6.9,6.7,198.0,0.3,0.2,180.0,81.60000000000001
7.3,6.5,44.0,0.5,0.21,400.0,78.66000000000001
7.4,7.0,45.0,1.1,0.11,1933.0,82.94
7.6,6.7,52.0,1.1,0.11,963.0,76.34
2.9,6.3,841.0,2.0,1.07,913.0,37.440000000000005
6.6,6.7,72.0,0.7,0.32,1655.0,76.34
6.4,6.7,122.0,0.7,0.34,1630.0,76.16
5.4,6.6,102.0,0.9,0.26,1913.0,67.24000000000001
6.9,7.1,71.0,0.5,0.26,246.0,88.56
6.7,6.5,55.0,0.9,0.6,500.0,78.66000000000001
5.7,6.7,127.0,1.9,0.35,473.0,76.16
6.0,6.9,77.0,1.8,0.61,500.0,85.08
7.4,6.4,78.0,1.2,0.12,720.0,66.25999999999999
6.4,6.1,62.0,0.7,0.28,425.0,72.06
6.6,6.3,59.0,1.0,0.16,385.0,72.06
7.1,6.4,59.0,0.9,0.13,275.0,72.06
7.3,6.2,51.0,0.9,0.21,340.0,72.06
6.8,6.5,80.0,0.8,0.26,100.0,78.48
5.8,6.5,59.0,1.5,0.13,2788.0,67.42
7.7,6.8,67.0,0.9,0.08,2257.0,79.64000000000001
6.7,6.3,177.0,1.2,0.2,2807.0,66.08
6.2,7.6,498.0,0.4,0.28,1400.0,82.03999999999999
6.8,7.5,119.0,0.4,0.18,918.0,82.75999999999999
7.1,7.6,161.0,0.5,0.19,1675.0,82.58000000000001
5.9,6.7,70.0,1.7,0.5,428.0,76.34
5.8,6.5,864.0,1.5,0.37,876.0,66.52000000000001
4.7,6.6,69.0,1.8,0.26,1083.0,61.800000000000004
1.4,6.2,129.0,2.2,0.48,882.0,38.160000000000004
1.5,6.3,73.0,1.5,0.12,1225.0,38.34
7.0,7.5,226.0,1.1,2.3,83.0,88.02
7.7,8.1,330.0,1.9,0.9,3025.0,82.03999999999999
7.2,8.2,315.0,1.7,1.7,4275.0,82.03999999999999
7.6,8.1,301.0,1.5,0.5,4175.0,82.03999999999999
7.3,8.0,225.0,1.3,0.5,2175.0,82.58000000000001
7.4,8.0,238.0,1.9,0.2,5975.0,82.4
7.2,7.7,835.0,2.0,0.7,2750.0,82.03999999999999
7.2,7.8,169.0,1.3,0.4,690.0,82.58000000000001
7.0,8.1,240.0,1.0,0.4,1525.0,82.4
7.4,8.1,153.0,1.7,0.5,1105.0,82.58000000000001
7.4,6.8,337.0,1.3,0.1,208.0,84.36
7.5,6.7,180.0,1.3,0.1,176.0,81.60000000000001
6.9,6.8,127.0,2.4,0.1,357.0,85.08
7.0,7.0,305.0,1.5,0.1,191.0,87.66
7.2,6.7,323.0,1.6,0.1,167.0,81.06
7.4,6.7,364.0,1.6,0.1,150.0,81.06
7.5,7.2,473.0,2.1,0.1,338.0,87.66
6.7,7.4,544.0,2.0,0.3,253.0,87.66
7.0,7.2,286.0,9.5,0.9,189.0,78.66
6.5,7.9,566.0,0.9,3.8,32.0,93.28
6.0,7.3,755.0,6.0,2.1,4950.0,77.36000000000001
4.9,7.4,892.0,14.0,4.4,75000.0,50.199999999999996
5.0,6.7,813.0,7.5,2.2,9000.0,54.84
5.6,7.3,964.0,14.0,4.2,70000.0,55.82
5.7,7.4,968.0,9.5,3.1,25500.0,55.82
5.3,7.4,779.0,10.0,3.1,52500.0,55.82
4.8,7.4,825.0,19.0,4.6,75000.0,50.199999999999996
4.5,7.2,885.0,10.5,3.3,12000.0,50.199999999999996
4.8,7.5,896.0,10.0,4.1,70000.0,50.199999999999996
3.1,7.6,1000.0,10.0,3.7,62500.0,44.58
5.475,7.82,721.5,6.9,1.26,249.0,72.68
4.8,7.3,260.0,0.8,1.1,7.0,82.4
9.6,7.1,225.0,4.4,3.0,460.0,83.52000000000001
6.6,7.7,143.0,1.3,0.0,322.0,88.38
6.3,7.6,164.0,2.8,0.1,577.0,82.58000000000001
5.7,7.8,170.0,3.4,0.2,608.0,72.28
6.4,7.025,187.63,3.175,2.675,2925.0,77.9
8.35,7.125,110.75,1.525,3.075,355.0,88.38
8.45,6.95,104.25,1.2,2.6,312.5,71.88
7.2,7.8,262.0,0.28,0.15,50.0,93.64
5.1,7.8,530.0,2.73,0.6,137000.0,65.18
6.0,8.2,612.0,2.28,0.4,68650.0,70.8
2.8,7.9,663.0,5.93,0.97,358000.0,38.019999999999996
6.6,7.8,37.0,2.25,0.01,13.0,94.18
6.8,7.1,11.0,1.65,0.07,33.0,94.18
6.5,7.5,28.0,4.55,0.05,44.0,89.50000000000001
7.1,8.0,49.0,1.25,0.02,7.0,94.18
7.6,7.3,93.0,0.95,0.03,350.0,88.38
7.4,7.0,67.0,2.45,0.13,809.0,82.94
7.0,7.3,89.0,1.5,0.02,42.0,94.0
5.4,7.3,75.0,1.8,0.06,2400.0,77.32000000000002
6.7,7.2,95.0,1.4,0.1,22.0,94.0
6.8,6.9,58.0,1.9,0.03,53.0,85.26
5.6,6.8,67.0,1.9,0.06,137.0,79.64000000000001
5.2,7.2,29.0,1.65,0.04,144.0,82.94000000000001
6.2,7.1,146.0,2.1,0.09,2400.0,82.75999999999999
3.6,7.0,29.0,2.0,0.09,170.0,71.7
8.1,7.1,335.0,3.2,0.21,5400.0,77.36000000000001
6.3,7.6,119.0,3.67,0.37,781.0,78.08000000000001
6.4,7.6,109.0,3.4,0.42,316.0,83.7
5.9,7.2,119.0,4.04,0.65,223.0,78.08
5.3,7.7,109.0,3.25,0.38,296.0,78.08
6.0,7.8,301.0,5.43,0.3,1050.0,77.36000000000001
6.6,7.2,131.0,4.5,0.83,737.0,78.08000000000001
6.8,7.2,110.0,3.9,0.49,1036.0,78.08000000000001
6.7,7.6,109.0,4.13,0.28,624.0,78.08000000000001
5.2,7.0,478.0,16.3,0.35,1008.0,67.06
6.9,6.6,291.0,1.96,1.4,104.0,78.12
7.3,6.6,36.0,0.6,0.41,1056.0,73.04
6.4,6.7,41.0,1.0,0.75,1179.0,76.34
5.1,6.8,52.0,1.6,0.22,1680.0,74.02000000000001
6.8,6.7,183.0,1.3,0.28,1748.0,75.98000000000002
6.3,6.3,115.0,0.9,0.5,2865.0,66.25999999999999
7.2,6.7,455.0,1.1,0.28,753.0,75.44
6.8,6.9,80.0,0.4,0.52,508.0,79.46000000000001
7.7,7.2,47.0,1.0,2.0,452.0,88.56
7.1,6.8,57.0,1.5,1.12,681.0,79.64000000000001
6.6,6.3,148.0,1.2,0.93,935.0,66.25999999999999
6.7,6.2,40.0,0.6,1.0,1100.0,66.44
5.8,6.3,65.0,1.1,2.97,1200.0,60.82000000000001
5.1,6.3,50.0,1.0,3.1,1600.0,60.82000000000001
6.6,6.2,42.0,0.6,1.97,925.0,66.44
6.6,6.4,43.0,0.7,3.13,975.0,66.44
6.7,6.4,50.0,0.5,3.6,1175.0,66.44
6.6,6.3,46.0,0.6,1.07,1010.0,66.44
5.9,6.4,54.0,0.7,3.53,985.0,60.82000000000001
7.6,6.7,55.0,0.7,4.17,1575.0,76.34
6.5,6.7,72.0,0.8,2.83,775.0,76.34
7.3,7.4,71.0,0.7,4.1,940.0,82.94
6.3,6.7,79.0,0.7,2.03,702.0,76.16
6.9,6.6,33.0,0.4,1.4,28.0,84.28
6.8,6.7,46.0,0.4,1.47,150.0,81.96000000000001
7.3,6.7,62.0,0.9,2.8,920.0,76.34
7.6,6.6,61.0,0.5,3.4,503.0,73.04
2.4,6.7,221.0,2.1,3.97,660.0,47.88
7.1,6.8,89.0,1.2,0.4,1600.0,79.46000000000001
6.4,6.7,110.0,0.5,0.2,3200.0,76.16
3.5,6.9,105.0,0.7,0.15,800.0,62.6
7.4,7.3,155.0,0.8,1.2,920.0,82.58000000000001
6.8,6.9,77.0,0.9,1.8,470.0,85.08
5.5,6.5,75.0,1.9,0.1,2100.0,67.42
5.4,6.5,102.0,4.0,0.1,680.0,62.56000000000001
4.8,6.8,90.0,1.1,0.1,1090.0,68.22
5.8,6.3,87.0,0.7,0.1,1500.0,60.64000000000001
7.3,6.6,57.0,0.4,0.25,883.0,73.04
7.3,6.1,45.0,0.7,0.2,1050.0,66.44
7.6,6.3,39.0,0.5,0.2,2588.0,66.44
7.7,6.6,31.0,0.3,0.15,1300.0,73.04
5.4,5.9,595.0,0.8,0.1,1375.0,59.92000000000001
7.4,6.1,30.0,0.9,0.3,1050.0,66.44
6.6,5.9,37.0,0.7,0.1,1725.0,66.44
7.2,5.9,39.0,0.8,0.55,1500.0,66.44
6.3,6.5,925.0,1.1,0.3,1550.0,72.14000000000001
7.6,6.6,50.0,0.6,0.25,3000.0,73.04
7.3,6.5,64.0,1.4,0.5,2850.0,73.04
7.5,7.0,74.0,0.8,0.1,2800.0,82.94
4.4,7.3,428.0,0.4,0.15,1090.0,70.80000000000001
6.8,7.0,169.0,0.4,0.25,560.0,82.58000000000001
1.7,6.2,181.0,3.0,0.45,2208.0,37.980000000000004
3.0,6.1,80.0,2.0,0.13,1240.0,49.4
6.9,7.8,469.0,0.89,0.86,5874.0,82.03999999999999
7.7,8.1,266.0,1.83,1.01,3175.0,82.4
7.5,8.2,233.0,2.5,0.89,4300.0,82.4
7.6,8.1,233.0,1.35,1.43,3200.0,82.4
7.6,6.6,118.0,1.15,0.15,180.0,78.48
6.8,6.6,179.0,1.88,0.2,253.0,78.30000000000001
6.8,6.7,172.0,2.14,0.19,402.0,81.60000000000001
6.9,7.1,260.0,1.78,0.13,200.0,88.02
7.3,6.6,94.0,1.27,0.17,150.0,78.48
7.4,6.7,88.0,1.03,0.15,173.0,81.78
7.2,7.2,439.0,2.28,0.14,415.0,87.66
6.8,7.6,749.0,2.25,0.36,699.0,82.03999999999999
6.9,7.3,252.0,4.33,1.0,858.0,77.72
7.7,8.1,195.0,1.1,0.7,10.0,93.82000000000001
5.9,7.2,703.0,5.4,2.05,21000.0,60.5
5.7,7.3,732.0,10.7,2.4,45500.0,55.82
5.0,7.2,983.0,26.1,3.05,135000.0,50.199999999999996
5.0,7.3,748.0,7.4,2.65,90000.0,50.199999999999996
5.1,7.2,760.0,13.5,2.55,122500.0,55.82
4.5,7.2,856.0,23.8,3.45,232500.0,50.199999999999996
5.5,7.6,973.0,27.8,3.33,392500.0,55.82
5.6,7.6,951.0,25.8,3.23,712500.0,55.82
5.4,7.8,438.0,1.7,0.41,6.0,87.66000000000001
5.0,3.2,630.0,7.0,2.5,33.0,56.18000000000001
5.4,7.3,141.0,2.67,0.08,510.0,77.14000000000001
5.8,7.8,161.0,2.93,0.1,588.0,76.96000000000001
7.0,7.7,448.0,0.4,0.2,42.0,93.28
5.7,7.6,868.0,4.2,0.4,57.0,77.36
7.2,7.2,70.0,1.6,0.1,2887.0,82.94
7.2,6.8,60.0,2.1,0.1,10403.0,68.4
7.4,7.1,80.0,1.4,0.1,1010.0,82.75999999999999
7.2,6.9,80.0,1.3,0.1,1938.0,79.46000000000001
7.4,7.0,66.0,2.0,0.1,1451.0,82.94
6.3,6.6,66.0,1.6,0.1,3293.0,73.04
6.4,7.3,103.0,4.0,0.24,753.0,78.08000000000001
6.7,7.4,103.0,3.9,0.22,644.0,78.08000000000001
6.6,7.5,97.0,3.7,0.25,169.0,83.7
5.7,7.2,531.0,5.3,0.75,456.0,77.36
6.4,7.1,113.0,3.9,0.47,400.0,83.7
6.6,7.2,88.0,3.9,0.45,1146.0,78.08000000000001
6.2,7.3,117.0,4.0,0.5,638.0,78.08000000000001
7.5,6.8,32.0,0.8,0.3,738.0,79.64000000000001
6.7,6.8,42.0,1.0,0.4,804.0,79.64000000000001
6.9,6.7,73.0,0.5,0.2,1242.0,76.34
7.4,7.2,49.0,1.1,0.3,641.0,82.94
7.2,6.8,58.0,1.5,0.3,556.0,79.64000000000001
6.8,6.6,115.0,2.0,0.5,635.0,72.86000000000001
7.1,6.1,34.0,0.6,0.5,1975.0,66.44
5.9,6.2,52.0,0.5,0.6,1775.0,60.82000000000001
5.1,6.2,55.0,1.1,0.4,2000.0,60.82000000000001
6.7,6.2,43.0,0.7,0.4,2100.0,66.44
5.8,6.2,34.0,0.6,0.3,1625.0,60.82000000000001
6.4,6.2,39.0,0.7,0.4,1900.0,66.44
6.6,6.3,41.0,0.6,0.3,1442.0,66.44
5.4,6.2,47.0,0.7,0.5,1825.0,60.82000000000001
6.7,6.7,80.0,1.3,0.5,3050.0,76.16
6.4,7.0,112.0,1.4,0.7,5725.0,82.75999999999999
6.3,7.1,83.0,1.0,0.4,1080.0,82.75999999999999
6.2,6.5,95.0,0.8,1.2,2550.0,72.86000000000001
6.9,6.4,41.0,0.5,0.2,285.0,72.06
6.8,6.5,51.0,0.5,0.2,435.0,78.66000000000001
7.5,6.9,52.0,0.5,0.2,685.0,79.64000000000001
7.4,6.8,68.0,0.3,0.2,725.0,79.64000000000001
6.2,7.6,380.0,0.5,0.5,24583.0,70.8
7.9,7.9,382.0,2.1,0.21,2700.0,82.03999999999999
7.2,7.7,244.0,1.2,0.51,1793.0,82.4
6.7,7.6,231.0,1.5,0.56,3133.0,82.4
7.5,6.5,65.0,1.0,0.15,319.0,78.66000000000001
6.8,6.5,88.0,0.9,0.11,233.0,78.48
6.8,6.5,128.0,1.8,0.15,507.0,72.86000000000001
7.8,7.2,250.0,1.9,0.15,249.0,88.02
7.2,6.4,71.0,1.2,0.12,165.0,72.06
7.4,6.5,71.0,1.5,0.12,189.0,78.66000000000001
7.6,7.1,428.0,2.5,0.15,443.0,87.66
6.8,7.2,856.0,2.1,0.32,348.0,87.66
7.3,7.3,152.0,2.0,1.28,998.0,82.58000000000001
7.9,7.9,385.0,2.5,0.25,24.0,93.28
4.9,7.6,972.0,19.6,1.8,718.0,61.44
7.4,7.5,413.0,2.1,1.23,10775.0,70.8
6.1,7.8,632.0,8.1,2.9,162500.0,61.44
6.7,7.6,425.0,7.4,2.88,78750.0,61.44
6.3,7.7,619.0,7.3,3.28,125000.0,61.44
6.4,7.7,439.0,4.2,2.2,440750.0,66.12
6.5,7.7,686.0,9.8,2.6,105000.0,61.44
6.4,7.8,754.0,13.8,2.53,227500.0,61.44
6.3,7.7,615.0,8.2,3.7,622500.0,61.44
6.2,7.6,457.0,3.7,2.23,49000.0,66.12
6.0,7.8,690.0,9.6,3.0,117500.0,61.44
5.9,7.8,692.0,11.1,3.5,222500.0,55.82
5.9,7.7,699.0,10.4,3.33,967500.0,55.82
5.6,7.4,168.0,2.2,0.38,16.0,88.20000000000002
8.1,7.2,221.0,5.4,1.95,373.0,83.52000000000001
6.1,3.1,738.0,5.5,2.73,45.0,72.10000000000001
8.0,7.0,164.0,1.7,1.6,2067.0,82.58000000000001
5.4,7.2,153.0,1.7,1.78,278.0,82.58000000000001
7.0,7.0,161.0,1.7,2.43,375.0,88.2
5.2,7.4,120.0,1.4,0.05,280.0,82.76
5.4,7.4,128.0,3.0,0.06,565.0,77.14000000000001
7.102,7.945,307.5,1.525,0.11,50.0,93.28
5.35,7.935,735.0,4.7,0.835,15000.0,60.5
7.05,7.995,535.0,4.7,1.195,33500.0,66.12
6.085,7.695,933.0,3.2,0.153,1550.0,77.36000000000001
4.9,7.943,504.7,3.1,0.603,2367.0,66.12
6.625,7.725,149.3,2.175,0.12300000000000001,60.0,88.38
5.175,6.95,464.0,1.5,0.7,255.0,65.54
6.4,7.45,142.8,2.025,0.155,4073.0,82.75999999999999
7.4,6.733,344.3,1.7,0.9,160.0,81.06
7.6,6.775,213.3,1.3,0.17300000000000001,3275.0,75.98000000000002
7.35,7.1,214.8,1.425,0.15,285.0,88.2
7.675,6.875,103.3,1.025,3.367,96.0,85.08
7.125,7.55,418.3,1.725,0.45,106.0,87.66
7.0,6.725,497.3,1.575,0.135,5425.0,75.44
6.542999999999999,7.229,130.4,4.013999999999999,0.307,187.0,83.7
6.7,7.307,121.5,3.8569999999999998,0.264,162.0,83.7
7.1,7.507000000000001,102.5,4.633,0.21,152.0,83.7
6.332999999999999,7.277,542.0,5.4,7.187,207.0,82.98
6.471,7.379,204.3,3.7289999999999996,0.309,174.0,83.52000000000001
6.371,7.061,214.0,4.5,0.34600000000000003,292.0,83.52000000000001
6.7,7.44,153.3,4.4,0.65,305.0,83.52000000000001
6.2,6.457000000000001,881.1,1.757,0.326,541.0,65.53999999999999
7.2860000000000005,6.586,82.9,1.071,0.233,470.0,78.48
6.525,6.5,124.1,1.3130000000000002,0.22699999999999998,844.0,72.86000000000001
6.917000000000001,6.95,185.4,0.467,0.11199999999999999,433.0,71.7
7.075,7.25,107.3,0.988,0.369,384.0,88.38
7.013,6.712000000000001,151.4,1.4,0.397,485.0,81.60000000000001
6.787000000000001,6.65,119.3,1.6369999999999998,0.4,574.0,72.86000000000001
4.1,6.775,511.4,6.787999999999999,1.3730000000000002,3100.0,54.84
6.9,6.8,224.0,0.733,0.43799999999999994,2500.0,79.28
6.867000000000001,6.832999999999999,292.7,0.633,0.575,2400.0,79.1
6.4670000000000005,6.6,240.0,1.033,0.66,2733.0,72.5
6.667000000000001,6.933,268.0,0.9329999999999999,0.893,3300.0,65.9
6.9670000000000005,6.933,268.0,0.833,0.4,2233.0,65.9
6.733,6.867000000000001,324.0,0.9329999999999999,0.455,2233.0,78.74000000000001
6.7139999999999995,6.957000000000001,143.4,0.6709999999999999,0.449,2171.0,66.25999999999999
6.733,6.733,242.7,0.9,0.743,2833.0,75.80000000000001
7.233,6.867000000000001,75.7,1.1,0.853,2300.0,79.46000000000001
6.233,6.9,104.7,0.867,1.2670000000000001,2233.0,79.46000000000001
6.867000000000001,7.067,336.7,0.5329999999999999,0.285,455.0,87.66
6.433,6.667000000000001,339.3,0.6,0.292,967.0,72.14000000000001
7.0329999999999995,6.5329999999999995,141.3,0.5329999999999999,0.135,740.0,72.86000000000001
6.632999999999999,7.067,237.0,0.633,0.45,800.0,82.4
7.0329999999999995,7.0329999999999995,241.0,0.267,0.23199999999999998,1260.0,82.4
7.0,7.132999999999999,302.0,0.7,0.168,933.0,82.03999999999999
6.242999999999999,7.252999999999999,405.6,0.857,1.2690000000000001,21469.0,70.8
6.9,8.2,211.0,2.8,2.12,2200.0,82.58000000000001
7.8,8.5,197.0,0.6,3.01,3500.0,82.58000000000001
7.95,6.565,188.5,1.5,0.08,66.0,78.30000000000001
5.8,6.6,107.0,1.0,0.265,58.0,72.86
6.975,6.725,144.3,1.5,0.22,98.0,81.78
7.525,6.61,93.3,1.5,0.28300000000000003,26.0,84.10000000000001
7.15,6.56,141.0,1.1,0.25,73.0,78.48
6.925,7.632999999999999,552.0,2.0,0.217,570.0,82.03999999999999
6.825,7.125,299.3,3.667,1.525,771.0,77.72
6.0329999999999995,7.367000000000001,323.3,3.267,0.667,6867.0,77.36000000000001
5.1,7.85,785.0,12.0,1.65,36500.0,55.82
4.867,7.367000000000001,568.0,12.0,1.367,27667.0,50.199999999999996
4.833,7.5329999999999995,760.0,13.333,1.933,30000.0,50.199999999999996
5.1,7.367000000000001,388.0,6.933,1.4,43067.0,55.82
6.8,7.3,433.5,5.4,1.35,9250.0,77.36000000000001
4.2,7.367000000000001,758.0,14.667,1.7,83667.0,50.199999999999996
5.5329999999999995,7.3,453.3,9.333,1.567,88333.0,55.82
5.2,7.3,391.3,6.267,1.4,54067.0,55.82
4.2,7.733,825.3,21.0,1.4,76667.0,50.199999999999996
4.033,7.667000000000001,855.0,21.333000000000002,1.767,148667.0,33.339999999999996
4.133,7.632999999999999,811.3,20.333,1.6669999999999998,110333.0,50.199999999999996
6.65,7.875,914.5,43.0,0.8240000000000001,16900.0,61.44
7.2,9.01,340.5,4.6,2.955,23.0,72.10000000000001
7.2,7.0,183.0,5.2,2.6,180.0,83.52000000000001
4.6,3.0,350.0,6.2,2.2,49.0,56.18000000000001
8.8,7.0,172.0,1.6,5.0,2800.0,82.58000000000001
10.0,7.1,150.0,1.0,4.0,350.0,88.38
9.0,7.3,158.0,1.8,7.2,280.0,88.2
5.6,7.65,375.2,1.758,1.995,18417.0,65.18
7.2,7.84,342.8,1.764,0.528,230.0,87.66
6.2,8.11,480.0,11.333,0.39,18810.0,61.44
7.2,8.07,580.0,4.0,0.37,280.0,82.98
7.2,7.42,246.9,4.632,0.7909999999999999,118311.0,66.48
6.9,6.44,302.9,2.3040000000000003,0.231,116.0,71.16
7.8,6.69,255.9,2.7539999999999996,0.348,140.0,78.12
6.7,7.35,346.1,1.893,0.973,148.0,87.66
8.3,6.68,348.9,2.503,1.686,155.0,77.76
8.1,6.18,187.4,2.375,0.196,155.0,71.7
7.7,6.55,121.8,2.242,1.136,164.0,78.48
8.6,6.56,181.4,2.423,0.276,155.0,78.30000000000001
7.7,6.45,302.5,2.144,0.163,142.0,71.16
7.4,6.07,142.8,1.681,0.276,140.0,71.88
7.1,7.2,280.5,1.6,0.48,95.0,88.02
6.7,7.56,128.4,4.942,0.447,250.0,83.7
6.6,7.15,199.0,7.475,2.1,288.0,78.84
6.4,3.05,605.0,5.067,4.8,45.0,72.10000000000001
7.1,7.03,147.3,2.1,1.0,2300.0,82.75999999999999
7.5,7.8,286.5,1.775,0.51,17625.0,71.16
6.0,7.55,214.5,3.125,0.895,10950.0,66.66000000000001
6.3,7.43,201.3,2.175,0.76,4500.0,82.58000000000001
7.3,7.3,157.0,2.0669999999999997,0.55,348.0,88.2
6.3,7.58,379.8,6.7,1.575,4963.0,72.68
6.1,7.58,490.0,14.25,2.425,27500.0,61.44
6.8,7.43,337.5,4.25,1.225,3043.0,77.36000000000001
6.7,7.38,333.5,3.85,1.575,11050.0,66.12
5.9,7.48,428.0,8.35,2.2,22025.0,55.82
6.5,7.4,361.8,4.3,1.9,15875.0,66.12
6.9,7.4,322.0,3.75,0.975,3500.0,77.36000000000001
5.1,7.48,496.5,14.7,2.3,23500.0,55.82
5.0,7.4,515.3,14.76,2.08,37320.0,50.199999999999996
5.1,7.43,503.3,16.25,2.3,44000.0,55.82
4.0,7.65,729.0,36.0,2.89,2950.0,55.82
8.0,8.31,617.0,4.4,0.655,30.0,88.60000000000001
7.5,7.53,87.3,1.4069999999999998,0.5670000000000001,133.0,88.38
6.6,7.27,162.3,3.555,0.292,156.0,83.52000000000001
6.8,7.12,172.3,1.723,0.198,283.0,88.2
7.1,6.94,95.8,0.943,0.151,26.0,77.5
7.4,7.0,88.5,0.977,0.18600000000000003,105.0,88.38
6.6,7.49,571.5,2.0909999999999997,0.256,273.0,87.66
5.4,7.37,104.8,1.8019999999999998,0.215,557.0,77.14000000000001
5.3,7.37,102.2,2.552,0.20199999999999999,583.0,77.14000000000001
